,speaker,content,session,BC_Trans_Preds
5528,Oleg, //I see you have specimen factor.,12117,statement
5529,Ashley, Mhm.,12117,backchannel
5530,Oleg," All of your points are here. //Five, six, seven, six, six. Why....why are they so low? Oh, it’s on a ten-point scale, right?",12117,question
5531,Vika, //Finally.,12117,statement
5532,Ashley," Up to twelve points. //So, these are mine, right?",12117,question
5533,Vika, //Why is it taking so long today? Anyway...,12117,statement
5534,Oleg, Yes.,12117,statement
5535,Will, Eww!,12117,statement
5536,Vika, Which eww?,12117,question
5537,Oleg, Only Will's data is empty.,12117,statement
5538,Will," Yes, it's kind of weird.",12117,statement
5539,Vika, Very odd.,12117,statement
5540,Oleg, And the same with Vika.,12117,statement
5541,Salah," Vika, can I have the…",12117,disruption
5542,Vika, Which flavor do you want?,12117,question
5543,Salah," Any one. The other, yeah.",12117,statement
5544,Will," You may avoid writing ""eww” since they just don’t understand it.",12117,statement
5545,Vika," It wasn't me who wrote ""eww"".",12117,statement
5546,Will, Ah. “Very eww”,12117,statement
5547,Vika, I wrote “Very eww”.,12117,statement
5548,Salah, For what «very eww»?,12117,question
5549,Vika, Huh?,12117,question
5550,Salah, You?,12117,question
5551,Vika," «very eww», yes. But previous was «eww», and it wasn’t me. …It was…",12117,statement
5552,Salah," You, Ash? Or…",12117,question
5553,Ashley," Again, I do not have a Russian keyboard, so…",12117,statement
5554,Oleg, Оh!,12117,statement
5555,Salah, Maybe Oleg.,12117,statement
5556,Oleg," Yep, maybe.",12117,statement
5557,Salah, Eww?,12117,question
5558,Ashley, Oleg.,12117,statement
5559,Vika, Meteorologist specialist it was.,12117,statement
5560,Will, Mhm.,12117,backchannel
5561,Ashley," I didn’t do it, I swear.",12117,statement
5562,Oleg," It’s over, now there is a normal name.",12117,statement
5563,Salah, There is something if we change the name?,12117,question
5564,Will, Hm?,12117,question
5565,Salah, Something will happen if we change the name?,12117,question
5566,Oleg," My turn. [SL] Party. МТС. ... what takes so long to choose there, huh?",12117,question
5567,Will, I wrote to them that our...,12117,statement
5568,Vika, Yes I see.,12117,statement
5569,Salah, To sign off?,12117,question
5570,Will," Oh, yeah.",12117,statement
5571,Vika, What could you see? My computer is frozen.,12117,statement
5572,Will, Added a real cool thing.,12117,statement
5573,Ashley, Who put emojis now?,12117,question
5574,Will, Not us. That would be them.,12117,statement
5575,Ashley, I don’t know. Material specialist…,12117,statement
5576,Will, Oh! I see it! I like it! Do you have an emojis list?,12117,question
5577,Salah, You have also.,12117,statement
5578,Ashley, Where? How?,12117,question
5579,Vika, Where?,12117,question
5580,Salah," Just right click, the first one.",12117,statement
5581,Vika, What?,12117,question
5582,Salah, This on the left.,12117,statement
5583,Will," Yeah, just…",12117,floor-grabber
5584,Salah, Yeah. This is emoji.,12117,statement
5585,Will," Oh, my man! Hooking it up.",12117,statement
5586,Ashley, Up? Where?,12117,question
5587,Salah," Okay, you just click here. Right click.",12117,statement
5588,Vika, Wow!!,12117,statement
5589,Salah, Right click right here.,12117,statement
5590,Ashley," Oh, and then it’s also the // windows, the windows sign… Oh, shit.",12117,statement
5591,Will," //Okay, alright. They are…they are telling: “Everybody sign off”.",12117,statement
5592,Salah, Oh.,12117,statement
5593,Oleg," Yes. Ash, are you hell around?",12117,question
5594,Vika, Are we signing too?,12117,question
5595,Will, Yes.,12117,statement
5596,Salah," Sorry, guys. I changed the name to «eww».",12117,statement
5597,Vika, We knew that.,12117,statement
5598,Ashley, All y’all blaming me.,12117,statement
5599,Vika," Yes, of course.",12117,statement
5600,Will," What I wanna know is how…how does it say that it would be her doing it, though? Interesting.",12117,question
5601,Ashley," I genuinely don’t know about that one, because I really did not go into the name at all.",12117,statement
5602,Vika, Interesting. Did you really think that we would believe in your words.,12117,statement
5603,Will, What’s up?,12117,question
5604,Vika, What?,12117,question
5605,Salah, Sign off [UI],12117,disruption
5606,Oleg, [UI]. Sit silently and make her dirty little changes.,12117,statement
5607,Vika," It was me. Sorry, it was me.",12117,statement
5608,Will, [PH] Bep.,12117,statement
5609,Vika, [PH] Bep.,12117,statement
5610,Oleg, Who else could it be?,12117,question
5611,Will," Fluid, maintenance, Martian terrain specialist.",12117,statement
5612,Salah, Martian terrain specialist and maintenance specialist has to…,12117,floor-grabber
5613,Ashley, It’s the same person since maintenance didn’t show up today…My team!,12117,statement
5614,Salah, Your team?,12117,question
5615,Will, Ew.,12117,statement
5616,Ashley, Yeah.,12117,backchannel
5617,Salah, Tell them.,12117,statement
5618,Oleg," So, it’s the…",12117,floor-grabber
5619,Salah, Tell them to sign off.,12117,statement
5620,Will, Almost.,12117,statement
5621,Oleg, One more. Alright.,12117,statement
5622,Salah," Yeah, maintenance.",12117,statement
5623,Will, Done.,12117,statement
5624,Vika," God, how long!",12117,statement
5625,Will," //God, what a man!",12117,statement
5626,Ashley, //You! Now! DeСhurch nine!,12117,statement
5627,Oleg, Twenty.,12117,statement
5628,Vika, Oh!,12117,statement
5629,Will, What? …Let’s get this over with as quick as possible.,12117,statement
5630,Oleg, [SL] We are with you.,12117,statement
5631,Will, To this day I still have no idea how you do it that fast.,12117,statement
5632,Ashley, I don’t either.,12117,statement
5633,Vika, I know.,12117,statement
5634,Salah, You said that hers [UI].,12117,statement
5635,Oleg," Salah, are you out?",12117,question
5636,Vika," Will, how much battery percentage do you have? Thanks Will.",12117,statement
5637,Vika," Oh, is it all? Be careful, the speaker will fall now.",12117,statement
5638,Will, Fine.,12117,statement
5639,Vika, No it’s not. No.,12117,statement
5640,Salah, Hm?,12117,question
5641,Vika, No way.,12117,statement
5642,Salah, Are you done?,12117,question
5643,Vika, Yes.,12117,statement
5644,Salah, Go to the second one.,12117,statement
5645,Vika, No.,12117,statement
5646,Salah, [UI],12117,disruption
5647,Vika," //No rush, no rush.",12117,statement
5648,Oleg," //Ash, I'm having the same bullshit again now.",12117,statement
5649,Salah, This is an important thing.,12117,statement
5650,Vika," //No, no, no!",12117,statement
5651,Oleg," //See, we sent, I turned off now, I saw it, right? It is the same. Do you remember when I had a file…the same.",12117,statement
5652,Vika, It’s so important thing.,12117,statement
5653,Salah, Really important cause.,12117,statement
5654,Ashley, It's not even from today.,12117,statement
5655,Oleg,Thirty-first. 31.05.2022.,12117,statement
5656,Salah, So important.,12117,statement
5657,Ashley," Ah, yes",12117,floor-grabber
5658,Oleg," Here, I now started it again.",12117,statement
5659,Ashley, Why don't you delete this video?,12117,question
5660,Oleg, //I have enough space.,12117,statement
5661,Salah, //[UI],12117,disruption
5662,Ashley," Yes, but... Okay.",12117,statement
5663,Salah, Why?,12117,question
5664,Vika, Important.,12117,statement
5665,Salah," Okay, so, go here. Desktop…",12117,floor-grabber
5666,Oleg, There I have //about twenty gigabytes.,12117,statement
5667,Salah," //Wait, wait, wait.",12117,statement
5668,Vika," Here, it’s here!",12117,statement
5669,Oleg, On this computer...,12117,statement
5670,Salah, Which one?,12117,question
5671,Ashley," Have you tried on others… //to use it for twenty minutes not in the session, to make a video at another time and watch? Don't know.",12117,statement
5672,Salah, //[UI] and select.,12117,statement
5673,Vika," //Oh, thank you so much! Thank you! How can I…",12117,statement
5674,Salah," //For my service, yeah?",12117,question
5675,Vika," Okay. So, what should I choose?",12117,question
5676,Oleg, I didn’t get it. What’s the point?,12117,question
5677,Salah, Input.,12117,statement
5678,Oleg, //What is this for?,12117,question
5679,Vika:,"  //Oh, nice!",12117,statement
5680,Ashley, Don't know. Do you have any idea why his videos keep fucking up?,12117,question
5681,Will," What do you mean? I mean, when you finish?",12117,question
5682,Oleg," No, she saw it herself. The indicator went off. I’m watching, but the file is not played. I have restarted now.",12117,statement
5683,Will, Maybe just because of a memory? Do you have a memory there?,12117,question
5684,Oleg," Yes, there is.",12117,statement
5685,Will," Well, I do not know. Nice trick.",12117,statement
5686,Vika," So important. Ash…Hm, good idea. [UI]",12117,statement
5687,Salah, They still? Huh?,12117,question
5688,Will, Huh?,12117,question
5689,Salah, They still? The chat…,12117,question
5690,Will," Oh, I’m just trying. I don’t even know if they are still there.",12117,statement
5691,Oleg, //I have updated now. It launches again.,12117,statement
5692,Salah, //I log out. I log out after we sign off.,12117,statement
5693,Will, I leave it up so I can see if there is any extra messages.,12117,statement
5694,Oleg," No, it’s not it.",12117,statement
5695,Ashley, What?,12117,question
5696,Oleg, I’m having pretty much of it. On the thirty-first...eleven...,12117,statement
5697,Vika, So important.,12117,statement
5698,Oleg, It turned on and off several times. I don't even understand why.,12117,statement
5699,Vika, [UI],12117,statement
5700,Oleg, Do you know how many times it turned on with me?,12117,question
5701,Salah, You didn’t understand the name //when I put the emojis? For old man and old woman.,12117,statement
5702,Oleg," //Look. One, two, three, four and, here's one of them – nine hundred ninety-eight [UI]",12117,question
5703,Vika, //What?,12117,question
5704,Salah, //So important.,12117,statement
5705,Vika," Ah, oh.",12117,statement
5706,Salah," That’s why. //British people, you know?",12117,question
5707,Oleg, //Forty-eight megabytes. And now it's recording again. Four videos.,12117,statement
5708,Ashley, [UI],12117,statement
5709,Salah, I think it would be much better for Project RED if we had a // general chat. All of us to talk together. Not that we go to talk one by one.,12117,statement
5710,Oleg," [SL] //Now there are four of them. Three minutes in here, one minute here, one minute here.",12117,statement
5711,Ashley," //Here, too, was twice.",12117,statement
5712,Will," Maybe, but it also might be like…",12117,floor-grabber
5713,Salah," I think it would be more funny, you know.",12117,statement
5714,Will, That would definitely be true.,12117,statement
5715,Ashley," Alright, we should end here.",12117,statement
5716,Vika, Let's write him. Or at least take a picture together.,12117,statement
5717,Will, Alright.,12117,statement
5718,Salah, [UI],12117,disruption
5719,Will, [UI],12117,disruption
5720,Vika, So important.,12117,statement
5721,Vika, Why are you playing this very mode?,12117,question
5722,Will, Just a family thing.,12117,statement
5723,Vika, Family?,12117,question
5724,Will, Yep. Mom said it saved her. You want to turn the…,12117,statement
5725,Salah, Why?,12117,question
5726,Will, I don’t know.,12117,statement
5727,Vika, But it won't save you.,12117,statement
5728,Will, This. It’s true. That's when mom did...did...,12117,statement
